Name,Station,Time(norwegian mean time),Snow depth,Precipitation (1 h),Air temperature,Mean wind speed
Svalbard Lufthavn,SN99840,30.03.2022 11:00,24.24,0,-10.1,0.6
Svalbard Lufthavn,SN99840,30.03.2022 12:00,24.25,0,-10.4,2.4
Svalbard Lufthavn,SN99840,30.03.2022 13:00,24.27,0,-10.5,4.1
Svalbard Lufthavn,SN99840,30.03.2022 14:00,24.25,0,-10.8,3.5
Svalbard Lufthavn,SN99840,30.03.2022 15:00,24.25,0,-11.3,5
Svalbard Lufthavn,SN99840,30.03.2022 16:00,24.25,0,-10.4,3.9
Svalbard Lufthavn,SN99840,30.03.2022 17:00,24.25,0,-12,4.1
Svalbard Lufthavn,SN99840,30.03.2022 18:00,24.25,0,-12.1,3.8
Svalbard Lufthavn,SN99840,30.03.2022 19:00,24.25,0,-12.5,3.5
Svalbard Lufthavn,SN99840,30.03.2022 20:00,24.25,0,-14.7,4.4
Svalbard Lufthavn,SN99840,30.03.2022 21:00,24.25,0,-15.5,6
Svalbard Lufthavn,SN99840,30.03.2022 22:00,24.24,0,-14.4,4.3
Svalbard Lufthavn,SN99840,30.03.2022 23:00,24.25,0,-16.4,3.7
Svalbard Lufthavn,SN99840,31.03.2022 00:00,24.25,0,-14.7,3.3
Svalbard Lufthavn,SN99840,31.03.2022 01:00,24.24,0,-14.5,0.4
Svalbard Lufthavn,SN99840,31.03.2022 02:00,24.25,0,-14.9,1.7
Svalbard Lufthavn,SN99840,31.03.2022 03:00,24.23,0,-14.7,1.3
Svalbard Lufthavn,SN99840,31.03.2022 04:00,24.26,0,-14.3,1.8
Svalbard Lufthavn,SN99840,31.03.2022 05:00,24.24,0,-15.4,2.3
Svalbard Lufthavn,SN99840,31.03.2022 06:00,24.24,0,-14.1,2.6
Svalbard Lufthavn,SN99840,31.03.2022 07:00,24.22,0,-13.7,2.3
Svalbard Lufthavn,SN99840,31.03.2022 08:00,24.21,0,-12.9,2
Svalbard Lufthavn,SN99840,31.03.2022 09:00,24.22,0,-12,2.2
Svalbard Lufthavn,SN99840,31.03.2022 10:00,24.23,0,-11.7,1.5
Svalbard Lufthavn,SN99840,31.03.2022 11:00,24.23,0,-11.2,1.4
Svalbard Lufthavn,SN99840,31.03.2022 12:00,24.38,0,-11.5,2.3
Svalbard Lufthavn,SN99840,31.03.2022 13:00,24.43,0,-12.5,3.2
Svalbard Lufthavn,SN99840,31.03.2022 14:00,24.52,0,-11.8,1.6
Svalbard Lufthavn,SN99840,31.03.2022 15:00,24.69,0.1,-12.2,2.1
Svalbard Lufthavn,SN99840,31.03.2022 16:00,24.93,0,-12.1,1.6
Svalbard Lufthavn,SN99840,31.03.2022 17:00,24.93,0,-12.2,2.9
Svalbard Lufthavn,SN99840,31.03.2022 18:00,24.94,0,-12.2,3.7
Svalbard Lufthavn,SN99840,31.03.2022 19:00,24.99,0.1,-12.3,3.1
Svalbard Lufthavn,SN99840,31.03.2022 20:00,24.99,0,-12.9,4.2
Svalbard Lufthavn,SN99840,31.03.2022 21:00,24.99,0,-12.8,4.4
Svalbard Lufthavn,SN99840,31.03.2022 22:00,24.91,0,-13.2,5.4
Svalbard Lufthavn,SN99840,31.03.2022 23:00,24.36,0,-12.4,6.9
Svalbard Lufthavn,SN99840,01.04.2022 00:00,24.36,0,-12.6,9.3
Svalbard Lufthavn,SN99840,01.04.2022 01:00,24.35,0,-13.1,7.4
Svalbard Lufthavn,SN99840,01.04.2022 02:00,24.33,0,-13.8,9.4
Svalbard Lufthavn,SN99840,01.04.2022 03:00,24.31,0,-14.1,9.8
Svalbard Lufthavn,SN99840,01.04.2022 04:00,24.32,0,-14.8,10.4
Svalbard Lufthavn,SN99840,01.04.2022 05:00,24.31,0,-15.4,9.2
Svalbard Lufthavn,SN99840,01.04.2022 06:00,24.31,0,-15.3,10.2
Svalbard Lufthavn,SN99840,01.04.2022 07:00,24.3,0,-15.4,10.6
Svalbard Lufthavn,SN99840,01.04.2022 08:00,24.3,0,-15.7,9.6
Svalbard Lufthavn,SN99840,01.04.2022 09:00,24.33,0,-15.4,8.7
Svalbard Lufthavn,SN99840,01.04.2022 10:00,24.34,0,-15.6,9.2
Svalbard Lufthavn,SN99840,01.04.2022 11:00,24.32,0,-15.4,8.3
Svalbard Lufthavn,SN99840,01.04.2022 12:00,24.31,0,-15.3,6.8
Svalbard Lufthavn,SN99840,01.04.2022 13:00,24.27,0,-15.4,6.7
Svalbard Lufthavn,SN99840,01.04.2022 14:00,24.25,0,-15.3,5.4
Svalbard Lufthavn,SN99840,01.04.2022 15:00,24.24,0,-15.4,4.4
Svalbard Lufthavn,SN99840,01.04.2022 16:00,24.23,0,-15.6,3.7
Svalbard Lufthavn,SN99840,01.04.2022 17:00,24.23,0,-16.3,4.2
Svalbard Lufthavn,SN99840,01.04.2022 18:00,24.23,0,-16.1,3.3
Svalbard Lufthavn,SN99840,01.04.2022 19:00,24.23,0,-16.9,4.1
Svalbard Lufthavn,SN99840,01.04.2022 20:00,24.23,0,-18.3,6
Svalbard Lufthavn,SN99840,01.04.2022 21:00,24.23,0,-17.4,5.8
Svalbard Lufthavn,SN99840,01.04.2022 22:00,24.25,0,-19.9,5.3
Svalbard Lufthavn,SN99840,01.04.2022 23:00,24.23,0,-19.4,4.8
Svalbard Lufthavn,SN99840,02.04.2022 00:00,24.24,0,-19.3,4.9
Svalbard Lufthavn,SN99840,02.04.2022 01:00,24.25,0,-19.4,3.8
Svalbard Lufthavn,SN99840,02.04.2022 02:00,24.25,0,-18.9,3.9
Svalbard Lufthavn,SN99840,02.04.2022 03:00,24.25,0,-19.7,4.5
Svalbard Lufthavn,SN99840,02.04.2022 04:00,24.25,0,-19.7,4.4
Svalbard Lufthavn,SN99840,02.04.2022 05:00,24.25,0,-21,4.1
Svalbard Lufthavn,SN99840,02.04.2022 06:00,24.22,0,-20.3,4.9
Svalbard Lufthavn,SN99840,02.04.2022 07:00,24.2,0,-18.8,4.7
Svalbard Lufthavn,SN99840,02.04.2022 08:00,24.21,0,-18.8,3.4
Svalbard Lufthavn,SN99840,02.04.2022 09:00,24.22,0,-17.6,3.4
Svalbard Lufthavn,SN99840,02.04.2022 10:00,24.21,0,-16.6,4.2
Svalbard Lufthavn,SN99840,02.04.2022 11:00,24.22,0,-16.8,4.3
Svalbard Lufthavn,SN99840,02.04.2022 12:00,24.23,0,-16.8,4.6
Svalbard Lufthavn,SN99840,02.04.2022 13:00,24.24,0,-16.7,4.4
Svalbard Lufthavn,SN99840,02.04.2022 14:00,24.24,0,-16.9,5
Svalbard Lufthavn,SN99840,02.04.2022 15:00,24.22,0,-17.4,4.6
Svalbard Lufthavn,SN99840,02.04.2022 16:00,24.22,0,-17.1,4.8
Svalbard Lufthavn,SN99840,02.04.2022 17:00,24.21,0,-17.4,4.6
Svalbard Lufthavn,SN99840,02.04.2022 18:00,24.21,0,-16.9,4.4
Svalbard Lufthavn,SN99840,02.04.2022 19:00,24.22,0,-17.2,4.9
Svalbard Lufthavn,SN99840,02.04.2022 20:00,24.22,0,-17,4
Svalbard Lufthavn,SN99840,02.04.2022 21:00,24.22,0,-16.7,3.7
Svalbard Lufthavn,SN99840,02.04.2022 22:00,24.23,0,-16.3,5.1
Svalbard Lufthavn,SN99840,02.04.2022 23:00,24.23,0,-18,5.2
Svalbard Lufthavn,SN99840,03.04.2022 00:00,24.23,0,-17.4,5.5
Svalbard Lufthavn,SN99840,03.04.2022 01:00,24.22,0,-17.1,6
Svalbard Lufthavn,SN99840,03.04.2022 02:00,24.23,0,-15.5,6.8
Svalbard Lufthavn,SN99840,03.04.2022 03:00,24.23,0,-14.9,6.5
Svalbard Lufthavn,SN99840,03.04.2022 04:00,24.23,0,-14.6,6.3
Svalbard Lufthavn,SN99840,03.04.2022 05:00,24.21,0,-14.5,7.9
Svalbard Lufthavn,SN99840,03.04.2022 06:00,24.2,0,-14.7,6.2
Svalbard Lufthavn,SN99840,03.04.2022 07:00,24.18,0,-13.5,7.9
Svalbard Lufthavn,SN99840,03.04.2022 08:00,24.19,0,-13.3,7.8
Svalbard Lufthavn,SN99840,03.04.2022 09:00,24.19,0,-13.2,6.4
Svalbard Lufthavn,SN99840,03.04.2022 10:00,24.2,0,-13.4,7.9
Svalbard Lufthavn,SN99840,03.04.2022 11:00,24.22,0,-13.2,8.3
Svalbard Lufthavn,SN99840,03.04.2022 12:00,24.22,0,-13.6,7.7
Svalbard Lufthavn,SN99840,03.04.2022 13:00,24.22,0,-13.2,7.8
Svalbard Lufthavn,SN99840,03.04.2022 14:00,24.23,0,-13.7,9
Svalbard Lufthavn,SN99840,03.04.2022 15:00,24.19,0,-13.5,8.2
Svalbard Lufthavn,SN99840,03.04.2022 16:00,24.17,0,-13.5,8.9
Svalbard Lufthavn,SN99840,03.04.2022 17:00,24.22,0,-13.4,10.5
Svalbard Lufthavn,SN99840,03.04.2022 18:00,24.2,0,-13.2,9.8
Svalbard Lufthavn,SN99840,03.04.2022 19:00,24.18,0,-13.5,9.3
Svalbard Lufthavn,SN99840,03.04.2022 20:00,24.18,0,-13.7,8.2
Svalbard Lufthavn,SN99840,03.04.2022 21:00,24.19,0,-13.4,9.8
Svalbard Lufthavn,SN99840,03.04.2022 22:00,24.2,0,-13.3,10.4
Svalbard Lufthavn,SN99840,03.04.2022 23:00,24.18,0,-13.7,8.8
Svalbard Lufthavn,SN99840,04.04.2022 00:00,24.16,0,-13.3,10.2
Svalbard Lufthavn,SN99840,04.04.2022 01:00,24.2,0,-13.1,9.6
Svalbard Lufthavn,SN99840,04.04.2022 02:00,24.17,0,-13.1,10.5
Svalbard Lufthavn,SN99840,04.04.2022 03:00,24.16,0,-13.5,10.9
Svalbard Lufthavn,SN99840,04.04.2022 04:00,24.1,0,-13.2,11.2
Svalbard Lufthavn,SN99840,04.04.2022 05:00,24.01,0,-12.4,10.8
Svalbard Lufthavn,SN99840,04.04.2022 06:00,23.87,0,-12.2,8.6
Svalbard Lufthavn,SN99840,04.04.2022 07:00,23.69,0,-11.8,10.6
Svalbard Lufthavn,SN99840,04.04.2022 08:00,23.58,0,-11.6,9.4
Svalbard Lufthavn,SN99840,04.04.2022 09:00,23.51,0,-10.7,10.1
Svalbard Lufthavn,SN99840,04.04.2022 10:00,23.5,0,-11.4,8.5
Svalbard Lufthavn,SN99840,04.04.2022 11:00,23.45,0,-11.3,6.8
Svalbard Lufthavn,SN99840,04.04.2022 12:00,23.43,0,-10.7,9
Svalbard Lufthavn,SN99840,04.04.2022 13:00,23.43,0,-11.2,10.1
Svalbard Lufthavn,SN99840,04.04.2022 14:00,23.34,0,-12.1,6.6
Svalbard Lufthavn,SN99840,04.04.2022 15:00,23.28,0,-11.7,8.2
Svalbard Lufthavn,SN99840,04.04.2022 16:00,23.26,0,-11.3,10.3
Svalbard Lufthavn,SN99840,04.04.2022 17:00,23.25,0,-11.8,10.9
Svalbard Lufthavn,SN99840,04.04.2022 18:00,23.25,0,-12.2,11
Svalbard Lufthavn,SN99840,04.04.2022 19:00,23.21,0,-12.2,10.7
Svalbard Lufthavn,SN99840,04.04.2022 20:00,23.12,0,-12.2,10.8
Svalbard Lufthavn,SN99840,04.04.2022 21:00,23.01,0,-11.9,9.8
Svalbard Lufthavn,SN99840,04.04.2022 22:00,22.99,0,-11.9,9.1
Svalbard Lufthavn,SN99840,04.04.2022 23:00,22.9,0,-12.1,10.9
Svalbard Lufthavn,SN99840,05.04.2022 00:00,22.9,0,-11.3,10.1
Svalbard Lufthavn,SN99840,05.04.2022 01:00,22.86,0,-11.2,8.8
Svalbard Lufthavn,SN99840,05.04.2022 02:00,22.86,0,-12.3,7.2
Svalbard Lufthavn,SN99840,05.04.2022 03:00,22.87,0,-12.2,7.1
Svalbard Lufthavn,SN99840,05.04.2022 04:00,22.88,0,-11.8,9.7
Svalbard Lufthavn,SN99840,05.04.2022 05:00,22.86,0,-11.6,9.4
Svalbard Lufthavn,SN99840,05.04.2022 06:00,22.83,0,-11.2,9.5
Svalbard Lufthavn,SN99840,05.04.2022 07:00,22.88,0,-11.2,8.6
Svalbard Lufthavn,SN99840,05.04.2022 08:00,22.82,0,-10.8,7.8
Svalbard Lufthavn,SN99840,05.04.2022 09:00,22.8,0,-10.9,7.2
Svalbard Lufthavn,SN99840,05.04.2022 10:00,22.81,0,-9.6,6.1
Svalbard Lufthavn,SN99840,05.04.2022 11:00,22.82,0,-10.2,8
Svalbard Lufthavn,SN99840,05.04.2022 12:00,22.82,0,-9.9,6.6
Svalbard Lufthavn,SN99840,05.04.2022 13:00,22.84,0,-9.6,5.4
Svalbard Lufthavn,SN99840,05.04.2022 14:00,22.84,0,-10.1,7.3
Svalbard Lufthavn,SN99840,05.04.2022 15:00,22.84,0,-10.4,7
Svalbard Lufthavn,SN99840,05.04.2022 16:00,22.84,0,-10.1,4.4
Svalbard Lufthavn,SN99840,05.04.2022 17:00,22.82,0,-10.7,6.9
Svalbard Lufthavn,SN99840,05.04.2022 18:00,22.81,0,-11.2,7.4
Svalbard Lufthavn,SN99840,05.04.2022 19:00,22.81,0,-11.6,6.7
Svalbard Lufthavn,SN99840,05.04.2022 20:00,22.82,0,-11.4,6.7
Svalbard Lufthavn,SN99840,05.04.2022 21:00,22.83,0,-11.7,6.4
Svalbard Lufthavn,SN99840,05.04.2022 22:00,22.81,0,-11.9,6.8
Svalbard Lufthavn,SN99840,05.04.2022 23:00,22.82,0,-12.1,7.7
Svalbard Lufthavn,SN99840,06.04.2022 00:00,22.82,0,-12.1,6.9
Svalbard Lufthavn,SN99840,06.04.2022 01:00,22.82,0,-13,7.9
Svalbard Lufthavn,SN99840,06.04.2022 02:00,22.82,0,-12.1,7.1
Svalbard Lufthavn,SN99840,06.04.2022 03:00,22.83,0,-13.3,6.9
Svalbard Lufthavn,SN99840,06.04.2022 04:00,22.83,0,-13.1,6.4
Svalbard Lufthavn,SN99840,06.04.2022 05:00,22.82,0,-13.7,6.3
Svalbard Lufthavn,SN99840,06.04.2022 06:00,22.8,0,-12.4,7.2
Svalbard Lufthavn,SN99840,06.04.2022 07:00,22.8,0,-12,5.4
Svalbard Lufthavn,SN99840,06.04.2022 08:00,22.8,0,-12.5,7.5
Svalbard Lufthavn,SN99840,06.04.2022 09:00,22.81,0,-11.9,6.3
Svalbard Lufthavn,SN99840,06.04.2022 10:00,22.82,0,-10.3,5.1
Svalbard Lufthavn,SN99840,06.04.2022 11:00,22.83,0,-10.4,4.6
Svalbard Lufthavn,SN99840,06.04.2022 12:00,22.83,0,-9.9,4.1
Svalbard Lufthavn,SN99840,06.04.2022 13:00,22.82,0,-10.2,6.5
Svalbard Lufthavn,SN99840,06.04.2022 14:00,22.83,0,-10.9,6.3
Svalbard Lufthavn,SN99840,06.04.2022 15:00,22.8,0,-10.1,5.5
Svalbard Lufthavn,SN99840,06.04.2022 16:00,22.8,0,-10,5.1
Svalbard Lufthavn,SN99840,06.04.2022 17:00,22.81,0,-10,5.8
Svalbard Lufthavn,SN99840,06.04.2022 18:00,22.8,0,-9.9,6.2
Svalbard Lufthavn,SN99840,06.04.2022 19:00,22.81,0,-10.2,7.1
Svalbard Lufthavn,SN99840,06.04.2022 20:00,22.8,0,-10.4,8.9
Svalbard Lufthavn,SN99840,06.04.2022 21:00,22.81,0,-10.3,6.8
Svalbard Lufthavn,SN99840,06.04.2022 22:00,22.79,0,-11.7,6.3
Svalbard Lufthavn,SN99840,06.04.2022 23:00,22.79,0,-11.6,6.4
Svalbard Lufthavn,SN99840,07.04.2022 00:00,22.8,0,-11.8,6.8
Svalbard Lufthavn,SN99840,07.04.2022 01:00,22.79,0,-11.5,6
Svalbard Lufthavn,SN99840,07.04.2022 02:00,22.8,0,-11.6,5
Svalbard Lufthavn,SN99840,07.04.2022 03:00,22.79,0,-10.6,4.3
Svalbard Lufthavn,SN99840,07.04.2022 04:00,22.79,0,-10.7,3.8
Svalbard Lufthavn,SN99840,07.04.2022 05:00,22.79,0,-11,4.5
Svalbard Lufthavn,SN99840,07.04.2022 06:00,22.78,0,-10.8,6.4
Svalbard Lufthavn,SN99840,07.04.2022 07:00,22.75,0,-10.4,4.5
Svalbard Lufthavn,SN99840,07.04.2022 08:00,22.76,0,-10.4,5
Svalbard Lufthavn,SN99840,07.04.2022 09:00,22.76,0,-10.3,4.8
Svalbard Lufthavn,SN99840,07.04.2022 10:00,22.78,0,-10.2,4.9
Svalbard Lufthavn,SN99840,07.04.2022 11:00,22.79,0,-10,4.6
Svalbard Lufthavn,SN99840,07.04.2022 12:00,22.8,0,-10,4.8
Svalbard Lufthavn,SN99840,07.04.2022 13:00,22.86,0,-10.1,4
Svalbard Lufthavn,SN99840,07.04.2022 14:00,22.82,0,-10.2,4.2
Svalbard Lufthavn,SN99840,07.04.2022 15:00,22.8,0,-10.9,4.4
Svalbard Lufthavn,SN99840,07.04.2022 16:00,22.78,0,-11,4.8
Svalbard Lufthavn,SN99840,07.04.2022 17:00,22.77,0,-11.1,4.9
Svalbard Lufthavn,SN99840,07.04.2022 18:00,22.76,0,-11.1,5.5
Svalbard Lufthavn,SN99840,07.04.2022 19:00,22.75,0,-11.5,6.4
Svalbard Lufthavn,SN99840,07.04.2022 20:00,22.77,0,-12.5,5.6
Svalbard Lufthavn,SN99840,07.04.2022 21:00,22.75,0,-12,6.6
Svalbard Lufthavn,SN99840,07.04.2022 22:00,22.76,0,-13.8,6.4
Svalbard Lufthavn,SN99840,07.04.2022 23:00,22.78,0,-14.5,8.1
Svalbard Lufthavn,SN99840,08.04.2022 00:00,22.78,0,-14.5,7.1
Svalbard Lufthavn,SN99840,08.04.2022 01:00,22.78,0,-14.6,7.2
Svalbard Lufthavn,SN99840,08.04.2022 02:00,22.78,0,-14.6,7.2
Svalbard Lufthavn,SN99840,08.04.2022 03:00,22.78,0,-14.4,7.1
Svalbard Lufthavn,SN99840,08.04.2022 04:00,22.78,0,-15.2,7.4
Svalbard Lufthavn,SN99840,08.04.2022 05:00,22.78,0,-14,6
Svalbard Lufthavn,SN99840,08.04.2022 06:00,22.75,0,-14.2,7.8
Svalbard Lufthavn,SN99840,08.04.2022 07:00,22.75,0,-13.3,5.7
Svalbard Lufthavn,SN99840,08.04.2022 08:00,22.75,0,-13.3,7.5
Svalbard Lufthavn,SN99840,08.04.2022 09:00,22.76,0,-12,6.3
Svalbard Lufthavn,SN99840,08.04.2022 10:00,22.78,0,-11.5,6.5
Svalbard Lufthavn,SN99840,08.04.2022 11:00,22.79,0,-10.9,5.3
Svalbard Lufthavn,SN99840,08.04.2022 12:00,22.79,0,-10.7,4.6
Svalbard Lufthavn,SN99840,08.04.2022 13:00,22.79,0,-10.5,4.1
Svalbard Lufthavn,SN99840,08.04.2022 14:00,22.78,0,-9.6,5.1
Svalbard Lufthavn,SN99840,08.04.2022 15:00,22.76,0,-9.8,4.1
Svalbard Lufthavn,SN99840,08.04.2022 16:00,22.75,0,-9.8,5.6
Svalbard Lufthavn,SN99840,08.04.2022 17:00,22.76,0,-9.8,6
Svalbard Lufthavn,SN99840,08.04.2022 18:00,22.76,0,-11,5.7
Svalbard Lufthavn,SN99840,08.04.2022 19:00,22.75,0,-11.2,7
Svalbard Lufthavn,SN99840,08.04.2022 20:00,22.75,0,-11.7,5.4
Svalbard Lufthavn,SN99840,08.04.2022 21:00,22.75,0,-11.3,8
Svalbard Lufthavn,SN99840,08.04.2022 22:00,22.76,0,-11.6,8
Svalbard Lufthavn,SN99840,08.04.2022 23:00,22.76,0,-11.1,6.1
Svalbard Lufthavn,SN99840,09.04.2022 00:00,22.76,0,-11.8,6.2
Svalbard Lufthavn,SN99840,09.04.2022 01:00,22.75,0,-10.4,4.7
Svalbard Lufthavn,SN99840,09.04.2022 02:00,22.75,0,-8.3,6
Svalbard Lufthavn,SN99840,09.04.2022 03:00,22.74,0,-8.3,4.2
Svalbard Lufthavn,SN99840,09.04.2022 04:00,22.73,0,-7.5,8.3
Svalbard Lufthavn,SN99840,09.04.2022 05:00,22.75,0,-7.2,6.6
Svalbard Lufthavn,SN99840,09.04.2022 06:00,22.74,0,-6.9,8
Svalbard Lufthavn,SN99840,09.04.2022 07:00,22.73,0,-5.9,5.9
Svalbard Lufthavn,SN99840,09.04.2022 08:00,22.71,0,-4.8,5.8
Svalbard Lufthavn,SN99840,09.04.2022 09:00,22.69,0,-4.3,5.4
Svalbard Lufthavn,SN99840,09.04.2022 10:00,22.68,0,-4.2,6.6
Svalbard Lufthavn,SN99840,09.04.2022 11:00,22.7,0,-4.4,6.6
Svalbard Lufthavn,SN99840,09.04.2022 12:00,22.68,0,-4.2,5.3
Svalbard Lufthavn,SN99840,09.04.2022 13:00,22.68,0,-3.9,7
Svalbard Lufthavn,SN99840,09.04.2022 14:00,22.66,0,-4,3.7
Svalbard Lufthavn,SN99840,09.04.2022 15:00,22.66,0,-4.2,5.5
Svalbard Lufthavn,SN99840,09.04.2022 16:00,22.68,0,-4.8,5.8
Svalbard Lufthavn,SN99840,09.04.2022 17:00,22.72,0,-4.6,6.1
Svalbard Lufthavn,SN99840,09.04.2022 18:00,22.72,0,-5.1,6.2
Svalbard Lufthavn,SN99840,09.04.2022 19:00,22.66,0,-5.9,5.3
Svalbard Lufthavn,SN99840,09.04.2022 20:00,22.66,0,-6.2,6.6
Svalbard Lufthavn,SN99840,09.04.2022 21:00,22.67,0,-6.4,7.3
Svalbard Lufthavn,SN99840,09.04.2022 22:00,22.71,0,-7.1,6.4
Svalbard Lufthavn,SN99840,09.04.2022 23:00,22.67,0,-7.5,6.8
Svalbard Lufthavn,SN99840,10.04.2022 00:00,22.7,0,-7.3,6.4
Svalbard Lufthavn,SN99840,10.04.2022 01:00,22.68,0,-6.9,8
Svalbard Lufthavn,SN99840,10.04.2022 02:00,22.67,0,-7.5,9.5
Svalbard Lufthavn,SN99840,10.04.2022 03:00,22.67,0,-8.3,11.1
Svalbard Lufthavn,SN99840,10.04.2022 04:00,22.67,0,-8.1,10.4
Svalbard Lufthavn,SN99840,10.04.2022 05:00,22.67,0,-8.7,10.7
Svalbard Lufthavn,SN99840,10.04.2022 06:00,22.65,0,-8.9,10.3
Svalbard Lufthavn,SN99840,10.04.2022 07:00,22.63,0,-8.6,10.2
Svalbard Lufthavn,SN99840,10.04.2022 08:00,22.63,0,-8.4,10.7
Svalbard Lufthavn,SN99840,10.04.2022 09:00,22.65,0,-8.6,11
Svalbard Lufthavn,SN99840,10.04.2022 10:00,22.65,0,-8.9,11.3
Svalbard Lufthavn,SN99840,10.04.2022 11:00,22.67,0,-8.8,11.8
Svalbard Lufthavn,SN99840,10.04.2022 12:00,22.64,0,-8.5,11.2
Svalbard Lufthavn,SN99840,10.04.2022 13:00,22.64,0,-8.8,10.7
Svalbard Lufthavn,SN99840,10.04.2022 14:00,22.63,0,-9.5,11.5
Svalbard Lufthavn,SN99840,10.04.2022 15:00,22.6,0,-9.4,12.4
Svalbard Lufthavn,SN99840,10.04.2022 16:00,22.59,0,-9.8,12
Svalbard Lufthavn,SN99840,10.04.2022 17:00,22.44,0,-9.8,11.1
Svalbard Lufthavn,SN99840,10.04.2022 18:00,22.41,0,-10.1,11.2
Svalbard Lufthavn,SN99840,10.04.2022 19:00,22.4,0,-10.5,11.5
Svalbard Lufthavn,SN99840,10.04.2022 20:00,22.41,0,-11.2,10.6
Svalbard Lufthavn,SN99840,10.04.2022 21:00,22.44,0,-11.4,11.9
Svalbard Lufthavn,SN99840,10.04.2022 22:00,22.26,0,-11.7,8
Svalbard Lufthavn,SN99840,10.04.2022 23:00,22.28,0,-11.9,8.4
Svalbard Lufthavn,SN99840,11.04.2022 00:00,22.28,0,-11.8,7.5
Svalbard Lufthavn,SN99840,11.04.2022 01:00,22.28,0,-11.5,9.9
Svalbard Lufthavn,SN99840,11.04.2022 02:00,22.27,0,-11.3,9.3
Svalbard Lufthavn,SN99840,11.04.2022 03:00,22.29,0,-11.6,8.6
Svalbard Lufthavn,SN99840,11.04.2022 04:00,22.28,0,-10.8,8.3
Svalbard Lufthavn,SN99840,11.04.2022 05:00,22.27,0,-10.5,8.5
Svalbard Lufthavn,SN99840,11.04.2022 06:00,22.23,0,-11,9
Svalbard Lufthavn,SN99840,11.04.2022 07:00,22.22,0,-11.3,10
Svalbard Lufthavn,SN99840,11.04.2022 08:00,22.23,0,-12.5,11.8
Svalbard Lufthavn,SN99840,11.04.2022 09:00,22.07,0,-13.1,11
Svalbard Lufthavn,SN99840,11.04.2022 10:00,21.89,0,-12.4,10.3
Svalbard Lufthavn,SN99840,11.04.2022 11:00,21.9,0,-11.8,8.3
Svalbard Lufthavn,SN99840,11.04.2022 12:00,21.91,0,-12.6,9.8
Svalbard Lufthavn,SN99840,11.04.2022 13:00,21.91,0,-12.3,8.5
Svalbard Lufthavn,SN99840,11.04.2022 14:00,21.94,0,-12.2,6.6
Svalbard Lufthavn,SN99840,11.04.2022 15:00,21.86,0,-12.9,7.9
Svalbard Lufthavn,SN99840,11.04.2022 16:00,21.86,0,-12.6,6.1
Svalbard Lufthavn,SN99840,11.04.2022 17:00,21.86,0,-12.3,4.7
Svalbard Lufthavn,SN99840,11.04.2022 18:00,21.86,0,-11.5,6
Svalbard Lufthavn,SN99840,11.04.2022 19:00,21.85,0,-12.5,5
Svalbard Lufthavn,SN99840,11.04.2022 20:00,21.86,0,-12.6,5.3
Svalbard Lufthavn,SN99840,11.04.2022 21:00,21.86,0,-14.3,5
